"id","sex","bmonth","byear","agemon_1997","race","agemon_1998","agemon_1999","attend_2000","agemon_2000","attend_2001","agemon_2001","attend_2002","values_2002","obey_2002","decide_2002","todo_2002","pray_2002","agemon_2002","agemon_2003","attend_2003","agemon_2004","attend_2004","agemon_2005","relpref_2005","attend_2005","values_2005","obey_2005","decide_2005","todo_2005","pray_2005","agemon_2006","attend_2006","agemon_2007","attend_2007","agemon_2008","relpref_2008","attend_2008","values_2008","obey_2008","decide_2008","todo_2008","pray_2008","agemon_2009","attend_2009","agemon_2010","attend_2010","rvalues_2002","rvalues_2005","rvalues_2008","rtodo_2002","rtodo_2005","rtodo_2008","cat2000","cat2001","cat2002","cat2003","cat2004","cat2005","cat2006","cat2007","cat2008","cat2009","cat2010"
3313,2,10,1983,162,4,"N","196",2,207,3,218,3,"0","1","0","0","0",230,242,2,253,2,265,"3",3,"0","0","1","0","0",278,4,289,2,302,"3",1,"R","R","R","R","R",311,1,325,2,1,1,NA,1,1,NA,1,2,2,1,1,2,2,1,1,1,1
3315,1,10,1981,189,4,"209","219",5,236,5,242,3,"0","1","1","0","0",255,266,4,277,5,289,"2",4,"0","1","1","0","0",301,5,313,4,327,"2",4,"0","1","1","0","0",336,3,350,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
3316,2,6,1983,169,4,"185","199",3,212,2,222,1,"1","0","0","0","0",238,246,1,259,1,269,"2",1,"1","0","0","0","0",281,1,293,1,307,"2",2,"0","1","1","0","1",316,1,329,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
3321,1,1,1981,196,4,"214","227",2,240,1,252,1,"1","0","1","0","0",263,274,1,286,1,298,"12",2,"1","0","1","0","0",311,1,327,1,336,"12",1,"0","0","1","0","0",345,1,360,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3322,1,9,1983,164,4,"183","196",6,209,6,219,3,"1","0","1","0","0",231,242,1,255,2,266,"1",2,"0","1","1","0","0",278,1,290,2,302,"1",3,"0","1","0","0","0",313,2,325,3,0,1,1,1,1,1,3,3,2,1,1,1,1,1,2,1,2
3324,2,2,1982,182,4,"201","213",3,229,3,239,4,"1","0","1","0","0",251,262,3,274,2,286,"3",1,"1","0","1","1","0",297,1,308,1,320,"3",2,"1","0","1","0","0",332,1,345,1,0,0,0,1,0,1,2,2,2,2,1,1,1,1,1,1,1
3325,1,10,1980,199,4,"218","231",6,245,7,256,6,"0","0","1","0","1",267,278,6,289,6,302,"4",6,"0","0","1","0","1",314,6,327,5,338,"4",6,"0","0","1","0","1",350,5,361,5,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,2,2
3326,2,2,1980,208,1,"224","238",7,251,7,262,3,"0","1","1","0","1",273,287,7,298,7,309,"31",7,"0","1","1","1","1",321,7,332,7,344,"31",7,"0","0","1","0","0",356,6,368,7,1,1,1,1,0,1,3,3,2,3,3,3,3,3,3,3,3
3327,1,10,1981,188,4,"206","219",2,231,3,243,2,"0","1","1","0","0",254,266,1,278,2,290,"12",3,"0","1","1","0","0",301,2,313,4,325,"2",4,"0","1","1","0","1",336,2,349,7,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,3
3332,1,11,1982,174,4,"193","204",1,218,1,232,1,"1","0","1","0","0",245,253,1,264,1,276,"2",1,"1","1","0","0","0",288,1,301,4,311,"2",3,"1","0","0","0","0",323,1,336,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1
3333,1,7,1984,151,4,"173","184",2,198,2,208,2,"0","0","0","0","0",224,233,1,246,2,257,"4",5,"0","0","1","1","0",267,2,280,2,291,"4",2,"1","0","0","0","0",303,1,316,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,1
3335,1,5,1981,190,4,"N","223",3,236,1,247,1,"1","0","0","0","0",260,270,2,283,1,298,"27",1,"1","0","0","D","0",306,1,319,1,330,"25",1,"1","0","0","1","0",342,1,358,1,0,0,0,1,NA,0,2,1,1,1,1,1,1,1,1,1,1
3337,2,8,1980,198,2,"N","232",1,244,1,257,1,"1","1","0","1","0",268,279,1,291,2,303,"1",1,"1","0","0","0","0",316,1,326,1,339,"1",1,"1","0","0","1","0",349,1,363,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
3338,1,8,1984,150,2,"177","184",6,196,6,210,3,"1","0","1","0","0",220,231,6,244,5,256,"1",6,"0","D","1","0","0",269,3,278,2,291,"1",2,"0","0","0","0","0",301,2,315,2,0,1,1,1,1,1,3,3,2,3,2,3,2,1,1,1,1
3340,1,12,1984,147,4,"171","180",1,195,1,204,1,"0","0","1","1","0",217,229,6,246,1,252,"D",1,"1","1","0","0","0",268,1,275,1,289,"27",1,"1","0","0","1","0",299,1,312,1,1,0,0,0,1,0,1,1,1,3,1,1,1,1,1,1,1
3341,1,5,1984,154,2,"174","187",6,200,2,210,1,"1","0","0","0","0",222,234,1,246,1,259,"1",1,"1","0","0","1","0",270,1,281,1,296,"1",4,"1","0","1","1","0",306,4,318,4,0,0,0,1,0,0,3,1,1,1,1,1,1,1,2,2,2
3343,1,4,1982,179,4,"204","213",2,226,2,238,1,"1","1","1","0","1",248,259,1,273,2,286,"1",1,"0","1","0","1","1",295,2,308,2,324,"27",2,"1","1","1","1","1",331,1,344,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3345,2,3,1980,205,2,"224","236",4,252,1,262,1,"1","0","0","1","0",274,284,1,297,1,309,"12",1,"1","0","1","0","0",320,1,333,1,343,"27",1,"0","0","1","0","0",354,1,369,1,0,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1
3346,2,12,1981,184,2,"203","216",1,231,1,242,1,"1","0","0","1","0",253,263,1,276,1,288,"12",1,"1","D","0","D","0",299,1,311,1,324,"999",1,"1","0","0","D","0",333,1,347,1,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,1,1,1
3348,2,1,1981,194,4,"215","227",1,242,1,252,1,"1","0","0","0","1",262,274,1,287,1,299,"1",1,"0","0","1","0","1",310,1,321,1,333,"1",1,"0","0","1","0","1",344,1,359,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3349,2,6,1982,177,4,"198","210",1,223,1,233,1,"0","0","0","1","0",245,259,1,269,1,281,"26",1,"1","0","0","1","0",293,1,304,1,317,"26",1,"1","0","0","1","0",327,1,341,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3353,2,11,1982,172,2,"192","205",7,218,6,228,7,"0","0","1","0","1",240,252,6,266,2,277,"12",7,"1","1","1","D","1",288,7,299,7,311,"11",6,"0","0","1","0","1",323,6,339,6,1,0,1,1,NA,1,3,3,3,3,1,3,3,3,3,3,3
3356,1,11,1982,172,4,"196","205",2,218,1,230,1,"1","0","0","1","0",240,252,1,267,2,277,"25",1,"1","0","0","1","0",288,1,301,2,311,"25",1,"1","0","0","1","0",323,1,336,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3358,2,2,1981,197,4,"215","225",1,241,1,250,1,"0","0","1","0","0",262,273,2,288,2,298,"2",3,"D","R","0","0","0",309,2,321,3,332,"12",6,"0","0","1","0","0",345,6,361,2,1,NA,1,1,1,1,1,1,1,1,1,2,1,2,3,3,1
3359,1,5,1982,178,4,"201","210",1,224,3,236,2,"1","0","0","1","0",246,258,1,271,1,284,"26",1,"1","0","0","1","0",298,1,306,1,317,"26",1,"1","0","0","1","0",328,1,342,1,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1
3361,2,3,1982,180,4,"201","212",1,226,2,236,2,"0","1","1","0","1",248,260,1,273,1,285,"1",2,"1","D","1","1","0",297,1,307,2,319,"27",1,"0","D","1","0","0",330,1,344,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
3364,2,12,1982,171,4,"193","203",7,217,7,228,7,"0","0","1","0","1",240,252,7,263,6,277,"10",7,"1","1","1","0","1",287,7,299,7,311,"13",7,"1","0","1","0","1",323,6,336,6,1,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3367,1,10,1980,196,4,"218","231",3,243,1,257,2,"0","0","1","0","1",266,277,1,292,2,303,"2",3,"0","1","1","0","1",314,1,324,3,338,"2",2,"0","1","1","0","0",349,2,362,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1
3368,2,9,1984,149,4,"172","183",1,196,1,207,1,"1","0","0","R","0",219,231,1,242,1,254,"4",1,"1","0","0","1","0",266,1,277,1,289,"27",1,"1","0","0","1","0",300,2,315,1,0,0,0,NA,0,0,1,1,1,1,1,1,1,1,1,1,1
3369,1,4,1980,202,4,"223","236",3,249,2,260,1,"1","0","0","1","0",271,283,2,295,3,308,"1",3,"1","0","0","0","0",319,3,330,4,342,"27",3,"1","0","0","D","0",354,2,366,1,0,0,0,0,1,NA,2,1,1,1,2,2,2,2,2,1,1
3374,1,5,1980,202,4,"224","235",2,248,2,259,2,"1","0","0","1","0",272,282,1,298,2,307,"27",1,"1","0","0","1","0",320,1,329,1,343,"25",2,"1","0","0","1","0",356,2,366,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3379,1,5,1982,177,4,"199","211",6,224,6,235,2,"1","0","1","0","0",248,265,6,271,6,287,"8",6,"0","0","1","0","1",299,5,310,6,324,"4",6,"1","0","0","0","0",331,6,347,3,0,1,0,1,1,1,3,3,1,3,3,3,2,3,3,3,2
3380,2,7,1984,151,4,"174","185",6,198,6,209,5,"0","1","1","0","1",221,234,5,245,3,259,"4",5,"0","1","1","0","0",273,5,281,4,294,"4",3,"0","0","1","0","1",305,4,317,4,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2
3385,1,7,1984,151,1,"173","184",1,199,2,209,2,"1","1","1","1","0",222,234,1,246,1,259,"27",1,"0","R","0","0","0",268,1,279,1,291,"27",1,"1","D","0","0","0",302,1,316,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3391,2,4,1984,155,4,"177","187",7,202,7,211,6,"0","1","1","0","1",224,236,7,248,7,260,"2",6,"0","0","1","0","1",273,6,286,6,298,"2",6,"1","0","1","0","1",308,6,321,6,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3394,1,7,1982,189,2,"197","207",2,224,4,233,2,"1","1","1","0","0",245,257,2,269,3,281,"27",2,"1","0","1","0","0",293,2,304,1,318,"27",2,"1","1","1","D","1",329,1,340,1,0,0,0,1,1,NA,1,2,1,1,2,1,1,1,1,1,1
3395,1,6,1984,166,2,"174","185",5,197,3,210,3,"0","1","1","0","0",222,234,4,245,3,258,"1",4,"0","1","1","0","1",268,4,283,2,295,"1",4,"0","1","1","0","1",305,3,317,3,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
3398,2,5,1983,167,1,"188","198",2,211,2,224,1,"1","0","0","1","0",238,246,2,261,1,270,"27",1,"0","0","0","1","0",284,1,294,1,305,"27",1,"1","0","0","1","0",317,2,329,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3399,1,11,1984,148,4,"169","181",2,194,6,205,1,"0","0","1","1","0",218,229,4,241,2,253,"3",1,"1","0","0","1","0",265,1,276,4,288,"3",4,"0","0","0","0","0",301,6,311,5,1,0,1,0,0,1,1,3,1,2,1,1,1,2,2,3,2
3401,2,12,1981,187,4,"205","214",3,229,1,239,2,"1","0","1","1","0",253,264,1,276,1,290,"13",5,"1","1","1","0","0",301,4,312,1,323,"2",1,"1","0","0","1","0",335,1,348,1,0,0,0,0,1,0,2,1,1,1,1,2,2,1,1,1,1
3402,2,5,1981,191,4,"213","223",1,235,1,247,1,"0","1","1","0","1",258,271,6,283,6,295,"2",6,"1","D","1","0","1",306,3,317,6,329,"2",3,"0","D","1","0","1",340,2,353,2,1,0,1,1,1,1,1,1,1,3,3,3,2,3,2,1,1
3405,2,8,1984,153,4,"175","185",4,197,1,208,6,"0","0","1","0","0",221,233,1,245,1,255,"2",6,"0","1","1","0","1",271,1,279,5,293,"24",1,"0","0","1","0","0",301,1,315,5,1,1,1,1,1,1,2,1,3,1,1,3,1,2,1,1,2
3406,2,5,1983,167,4,"186","198",2,212,3,224,2,"0","0","0","0","0",234,247,3,260,6,271,"2",3,"0","0","1","D","1",286,6,295,5,311,"2",6,"1","0","1","0","1",318,5,330,4,1,1,0,1,NA,1,1,2,1,2,3,2,3,2,3,2,2
3408,2,10,1983,162,4,"182","194",5,207,3,217,2,"1","0","0","0","0",229,240,1,253,1,265,"D",1,"1","0","0","D","0",278,1,289,1,300,"27",1,"1","0","0","D","0",311,1,324,1,0,0,0,1,NA,NA,2,2,1,1,1,1,1,1,1,1,1
3410,2,8,1984,152,4,"172","184",4,197,3,208,2,"0","0","1","0","0",220,232,4,244,3,255,"5",2,"0","0","1","0","0",267,2,278,2,291,"5",2,"0","0","1","0","1",303,2,315,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1
3412,1,3,1983,169,4,"189","200",7,214,3,224,2,"1","0","1","0","0",236,248,1,261,1,276,"12",1,"0","0","1","0","0",285,1,295,2,307,"12",1,"D","D","1","0","1",318,1,331,4,0,1,NA,1,1,1,3,2,1,1,1,1,1,1,1,1,2
3413,2,7,1981,191,4,"208","220",5,234,5,246,3,"0","0","1","0","0",258,270,3,282,2,292,"3",1,"0","1","1","0","0",304,2,315,1,328,"3",1,"0","1","1","0","0",338,1,353,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1
3414,2,9,1983,163,4,"183","195",1,208,1,219,1,"1","0","0","1","0",231,242,1,256,1,267,"25",1,"1","0","0","1","0",279,1,291,1,302,"27",1,"1","0","0","D","0",313,1,325,1,0,0,0,0,0,NA,1,1,1,1,1,1,1,1,1,1,1
3415,2,5,1984,155,4,"174","186",1,200,1,212,1,"0","0","0","1","0",222,234,1,247,1,258,"27",1,"1","0","0","1","0",270,1,282,1,293,"25",1,"1","0","0","1","0",304,1,317,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3416,2,1,1981,195,4,"215","227",4,241,3,252,4,"0","0","1","0","1",265,275,3,288,2,300,"5",3,"0","0","1","0","0",310,2,322,3,334,"5",2,"0","0","1","0","0",344,2,358,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1
3417,2,11,1983,162,4,"181","192",3,206,2,217,2,"0","0","0","0","0",229,241,2,253,1,265,"3",2,"1","0","0","0","0",276,2,288,5,301,"3",3,"1","0","0","0","0",310,3,324,3,1,0,0,1,1,1,2,1,1,1,1,1,1,2,2,2,2
3418,1,6,1982,178,4,"197","209",5,222,3,234,4,"0","1","1","0","0",246,258,3,272,2,282,"3",2,"0","1","1","0","0",294,3,305,3,316,"3",2,"0","0","1","0","0",327,5,340,5,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2
3419,1,3,1984,157,4,"177","188",6,201,7,213,6,"0","0","1","0","1",225,237,4,249,3,261,"3",3,"0","0","1","0","0",273,3,283,3,295,"5",3,"0","0","1","0","0",308,4,319,5,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2
3420,2,5,1982,179,4,"200","211",4,224,3,235,2,"0","1","1","0","0",246,258,2,270,3,282,"7",2,"0","1","1","0","0",296,3,306,2,320,"12",4,"0","0","1","1","0",328,5,342,4,1,1,1,1,1,0,2,2,1,1,2,1,2,1,2,2,2
3422,2,12,1982,174,4,"193","203",7,217,7,229,7,"0","1","1","0","1",241,253,7,264,7,276,"10",7,"0","D","1","0","1",289,6,298,6,311,"3",7,"0","1","1","0","1",321,7,337,7,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3427,2,1,1980,208,4,"226","237",2,252,2,263,1,"0","0","1","0","0",275,285,1,298,1,310,"27",1,"1","D","1","D","0",323,1,333,1,345,"2",1,"1","D","1","1","0",356,2,369,2,1,0,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,1
3428,2,10,1983,163,4,"182","193",2,207,3,219,2,"0","0","1","0","0",229,241,2,253,2,265,"2",6,"0","0","1","0","1",277,1,288,2,300,"2",2,"0","0","1","0","1",311,1,324,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1
3429,2,9,1984,152,3,"172","183",4,197,3,207,3,"0","1","1","0","0",219,232,1,243,1,255,"4",2,"1","0","0","0","0",267,1,278,1,291,"4",2,"0","0","1","0","0",303,2,315,2,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
3431,2,9,1982,177,3,"195","207",2,220,2,232,3,"0","1","1","0","1",243,255,2,266,6,279,"2",6,"0","1","1","0","1",290,2,303,2,317,"2",1,"0","0","1","0","0",326,1,340,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1
3435,1,1,1983,173,4,"191","202",4,216,2,227,3,"1","0","1","0","0",239,250,3,263,3,274,"12",2,"1","0","0","D","0",286,2,298,2,309,"27",1,"1","0","0","D","0",321,2,334,2,0,0,0,1,NA,NA,2,1,2,2,2,1,1,1,1,1,1
3438,2,3,1983,170,4,"189","201",3,214,1,225,1,"0","0","0","1","1",238,248,7,261,4,273,"13",6,"0","1","1","0","1",284,7,295,6,308,"12",5,"0","1","1","0","1",319,2,332,5,1,1,1,0,1,1,2,1,1,3,2,3,3,3,2,1,2
3440,1,11,1981,186,4,"206","216",1,230,1,242,1,"1","0","0","1","0",253,264,2,276,1,288,"26",1,"0","D","D","D","D",301,1,311,1,323,"27",1,"0","0","0","1","0",334,1,349,1,0,1,1,0,NA,0,1,1,1,1,1,1,1,1,1,1,1
3441,2,11,1981,187,4,"205","216",4,230,4,241,5,"0","0","0","0","0",254,266,3,276,3,288,"5",3,"0","0","1","0","0",301,3,311,3,324,"5",3,"1","0","0","0","0",335,2,347,3,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,1,2
3442,2,3,1981,204,4,"213","224",3,238,5,249,3,"0","0","1","0","0",261,273,2,285,2,296,"2",2,"0","0","1","0","0",309,2,320,2,332,"2",1,"0","0","1","1","0",343,4,355,5,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,2,2
3443,2,12,1983,162,4,"180","191",2,205,2,215,2,"1","1","1","0","0",228,240,2,252,2,264,"25",2,"1","0","0","D","0",277,2,286,2,298,"27",1,"1","0","0","1","0",310,2,323,2,0,0,0,1,NA,0,1,1,1,1,1,1,1,1,1,1,1
3444,2,10,1983,164,4,"183","193",1,207,2,217,2,"1","1","1","1","0",230,244,3,254,5,265,"2",7,"0","1","1","1","1",279,5,288,6,300,"2",5,"0","1","1","1","1",312,6,325,3,0,1,1,0,0,0,1,1,1,2,2,3,2,3,2,3,2
3445,2,5,1980,205,1,"223","234",1,248,4,258,2,"0","1","1","0","1",270,283,3,294,2,306,"3",3,"0","1","1","0","1",317,2,329,3,342,"3",1,"0","1","1","0","1",352,5,365,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1
3446,1,2,1980,208,4,"228","237",1,249,1,263,1,"1","0","0","1","0",275,287,1,297,1,309,"27",1,"1","0","0","1","0",321,1,332,1,345,"27",1,"1","0","0","1","0",356,1,369,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3447,1,12,1984,150,4,"167","179",1,191,1,204,1,"1","0","0","1","0",217,227,1,239,1,251,"25",1,"1","D","0","1","0",262,1,274,1,286,"25",1,"1","0","0","1","0",298,1,311,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
3449,1,3,1981,192,4,"215","225",2,236,1,249,1,"1","0","0","1","0",263,272,1,285,1,297,"27",1,"1","0","0","1","0",309,1,319,2,331,"12",1,"1","0","0","0","0",343,3,356,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2
3450,1,8,1981,188,4,"208","219",1,231,1,245,1,"1","0","1","0","0",257,267,6,279,2,291,"27",1,"1","0","1","0","0",303,2,314,1,326,"27",2,"0","0","1","0","0",338,5,351,5,0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2
3454,1,5,1981,191,4,"212","223",3,234,2,247,2,"1","0","0","1","0",260,271,2,283,2,295,"25",1,"1","0","0","1","0",306,1,319,1,329,"25",1,"1","0","0","1","0",341,1,355,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1
3455,2,6,1983,167,4,"186","199",2,210,4,222,3,"0","0","1","0","0",234,246,3,259,4,271,"22",3,"1","0","0","0","0",283,3,295,2,307,"22",5,"1","0","1","0","0",316,4,330,3,1,0,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2
3456,1,11,1984,150,4,"170","180",3,192,7,206,5,"0","1","1","0","0",219,229,2,242,1,254,"2",4,"1","0","1","0","1",266,1,275,1,287,"2",1,"1","0","1","0","0",300,1,313,2,1,0,0,1,1,1,2,3,2,1,1,2,1,1,1,1,1
3457,1,10,1983,162,4,"182","193",7,205,7,219,6,"0","0","1","0","1",232,243,6,254,5,266,"2",6,"0","0","1","0","1",277,5,289,4,301,"2",4,"0","0","1","0","1",312,5,325,5,1,1,1,1,1,1,3,3,3,3,2,3,2,2,2,2,2
3458,1,10,1983,162,4,"182","193",6,205,6,219,6,"0","0","1","0","1",231,243,5,255,6,265,"2",5,"0","0","1","0","1",278,5,288,4,302,"2",5,"0","0","1","0","1",313,5,324,5,1,1,1,1,1,1,3,3,3,2,3,2,2,2,2,2,2
3459,1,2,1984,158,4,"178","189",6,201,3,214,5,"0","1","1","0","1",228,238,5,251,5,262,"12",3,"1","R","1","0","0",273,1,287,1,299,"27",1,"1","0","1","0","0",309,1,322,1,1,0,0,1,1,1,3,2,2,2,2,2,1,1,1,1,1
3463,2,11,1982,172,4,"192","205",7,218,7,230,6,"0","0","1","0","1",242,252,6,265,6,277,"2",6,"0","0","1","0","1",289,6,301,6,311,"2",6,"0","0","1","0","1",323,6,336,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3464,1,11,1982,172,4,"192","205",7,218,6,230,5,"0","1","1","0","1",243,254,4,266,6,276,"2",5,"0","1","1","0","0",288,5,302,5,314,"2",6,"0","1","1","0","1",324,6,337,6,1,1,1,1,1,1,3,3,2,2,3,2,2,2,3,3,3
3466,1,7,1982,175,4,"199","209",1,220,1,234,1,"1","0","0","1","0",247,257,1,271,1,283,"27",1,"1","0","0","D","0",297,1,304,1,318,"25",1,"1","0","0","1","0",327,1,343,1,0,0,0,0,NA,0,1,1,1,1,1,1,1,1,1,1,1
3467,1,7,1984,152,4,"172","185",2,198,2,211,1,"1","0","0","0","0",222,232,1,244,1,258,"1",2,"1","0","1","0","0",267,2,283,3,291,"1",2,"1","0","1","0","0",305,4,315,3,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2
3468,1,7,1982,176,4,"196","210",5,220,2,232,1,"1","0","0","1","0",245,257,1,269,1,282,"25",1,"1","0","0","1","0",293,2,303,1,318,"27",1,"1","0","0","1","0",328,8,341,1,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,3,1
3469,1,7,1984,152,4,"173","184",7,196,7,208,6,"0","1","1","0","1",222,232,6,245,6,256,"3",6,"0","1","1","1","1",268,6,280,5,291,"3",4,"1","0","1","1","1",302,6,316,5,1,1,0,1,0,0,3,3,3,3,3,3,3,2,2,3,2
3470,2,6,1981,189,4,"209","222",3,233,2,245,3,"1","0","0","0","0",258,270,3,281,3,293,"3",3,"1","0","0","0","0",305,2,317,2,329,"3",2,"1","0","0","0","0",341,2,354,2,0,0,0,1,1,1,2,1,2,2,2,2,1,1,1,1,1
3471,1,2,1984,157,4,"177","189",5,201,3,213,3,"1","0","0","0","0",226,238,3,249,2,262,"3",2,"1","0","0","0","0",273,2,285,2,297,"3",2,"1","0","0","0","0",308,2,321,3,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,1,2
3473,1,9,1983,163,4,"185","195",3,208,3,221,7,"1","0","1","0","1",232,243,6,254,4,267,"12",5,"1","1","1","0","1",278,6,289,5,301,"13",8,"1","1","1","0","1",312,6,329,4,0,0,0,1,1,1,2,2,3,3,2,2,3,2,3,3,2
3476,1,1,1984,159,4,"181","191",4,206,3,216,1,"1","0","0","0","0",228,240,3,252,1,264,"27",1,"1","0","0","D","0",274,1,285,4,297,"27",1,"1","0","0","R","R",308,2,325,3,0,0,0,1,NA,NA,2,2,1,2,1,1,1,2,1,1,2
3481,2,9,1981,187,3,"209","219",5,230,5,243,4,"0","1","1","0","0",256,266,5,278,5,290,"2",4,"0","D","1","0","1",302,3,314,6,326,"10",7,"1","0","1","0","1",336,1,350,7,1,1,0,1,1,1,2,2,2,2,2,2,2,3,3,1,3
3482,1,5,1984,155,4,"177","187",6,198,6,211,5,"0","1","1","0","1",224,234,3,246,3,259,"2",4,"0","1","1","0","1",271,3,282,3,295,"2",3,"0","1","1","0","0",305,3,320,4,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,2,2
3484,2,9,1983,162,4,"182","194",1,206,1,220,1,"1","0","0","1","0",232,243,2,256,4,268,"2",4,"0","0","1","0","1",278,6,290,4,303,"2",5,"0","1","1","0","1",313,6,328,5,0,1,1,0,1,1,1,1,1,1,2,2,3,2,2,3,2
3486,1,4,1981,190,4,"214","223",2,239,1,249,2,"1","0","0","0","0",259,273,2,284,1,295,"1",3,"0","0","0","0","0",307,1,318,3,330,"1",1,"0","0","0","0","0",342,2,354,3,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2
3488,2,3,1981,192,4,"214","226",7,236,7,250,6,"0","1","1","0","1",263,273,6,286,7,296,"2",7,"0","1","1","0","1",307,7,319,7,331,"12",7,"0","1","1","0","1",343,7,357,6,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
3489,2,2,1983,169,1,"191","201",7,216,6,228,6,"1","0","1","0","1",238,250,6,263,6,275,"2",6,"1","0","1","0","1",286,6,297,6,310,"10",6,"0","0","1","0","1",320,3,333,5,0,0,1,1,1,1,3,3,3,3,3,3,3,3,3,2,2
3496,1,8,1983,165,1,"185","196",6,207,6,219,5,"1","1","1","0","0",233,243,3,256,5,267,"6",3,"R","R","1","0","0",281,3,290,2,303,"6",3,"1","R","1","0","0",315,6,327,5,0,NA,0,1,1,1,3,3,2,2,2,2,2,1,2,3,2
3497,2,7,1984,155,4,"174","185",7,199,6,210,2,"1","0","1","0","0",222,232,1,244,2,258,"31",1,"1","D","1","0","0",270,1,285,2,292,"13",1,"0","0","1","0","1",303,2,316,1,0,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1
3498,2,8,1983,166,4,"183","195",1,207,1,221,2,"1","0","0","0","0",233,244,2,256,1,268,"25",1,"1","0","0","1","0",280,1,291,1,304,"25",1,"1","0","0","1","0",317,1,329,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
3501,2,5,1980,205,1,"224","N",6,250,6,259,1,"0","1","1","0","1",272,282,1,294,5,306,"2",6,"0","1","1","0","1",318,2,329,6,343,"2",6,"1","1","1","1","1",352,4,367,5,1,1,0,1,1,0,3,3,1,1,2,3,1,3,3,2,2
3503,2,6,1981,189,1,"211","221",2,233,3,246,6,"0","1","1","0","0",259,270,5,282,4,293,"27",5,"0","1","1","0","1",306,5,316,5,334,"12",2,"0","D","1","0","1",339,1,353,2,1,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,1
3506,2,1,1983,172,1,"192","202",7,214,6,229,4,"1","1","1","0","0",241,250,4,263,2,275,"10",2,"1","1","1","0","0",288,2,297,6,311,"3",6,"0","0","1","0","0",323,6,335,3,0,0,1,1,1,1,3,3,2,2,1,1,1,3,3,3,2
